Overview,Series_Title,Released_Year
"Un extraño accidente reúne a un matemático con enfermedades críticas, una madre afligida y una ex convicta nacida de nuevo.",21 Grams,2003
"Un trabajador de fábrica recientemente despedido secuestra a la hija de su antiguo amigo, con la esperanza de usar el dinero de rescate para pagar el trasplante de riñón de su hermana.",Boksuneun naui geot,2002
La historia de la amistad de Sir J.M. Barrie con una familia que lo inspiró a crear Peter Pan.,Finding Neverland,2004
"Arrincorporado por la DEA, el traficante de drogas condenado de Nueva York, Montgomery, Brogan reevalúa su vida en las 24 horas restantes antes de enfrentar un período de cárcel de siete años.",25th Hour,2002
"Evan Treborn sufre apagones durante eventos significativos de su vida.A medida que crece, encuentra una manera de recordar estos recuerdos perdidos y una forma sobrenatural de alterar su vida leyendo su diario.",The Butterfly Effect,2004
"Cuatro semanas después de que un virus misterioso e incurable se propaga por todo el Reino Unido, un puñado de sobrevivientes intentan encontrar santuario.",28 Days Later...,2002
"En el futuro, el gobierno japonés captura una clase de estudiantes de noveno grado y los obliga a matarse entre sí bajo la ley revolucionaria ""Battle Royale"".",Batoru rowaiaru,2000
Los miembros excéntricos de una familia disfuncional se reaccionan de mala gana bajo el mismo techo por varias razones.,The Royal Tenenbaums,2001
"En México, dos adolescentes y una atractiva mujer mayor se embarcan en un viaje por carretera y aprenden una o dos cosas sobre la vida, la amistad, el sexo y el otro.",Y tu mamá también,2001
"Un niño huérfano se inscribe en una escuela de magia, donde aprende la verdad sobre sí mismo, su familia y el terrible mal que atormenta el mundo mágico.",Harry Potter and the Sorcerer's Stone,2001
Una mujer que vive en su antigua casa familiar oscura con sus dos hijos fotosensibles se convence de que la casa está embrujada.,The Others,2001
"La historia de cómo George Jung, junto con el cartel de Medellín encabezado por Pablo Escobar, estableció el mercado estadounidense de cocaína en la década de 1970 en los Estados Unidos.",Blow,2001
Un francotirador ruso y alemán juega un juego de gato y ratón durante la batalla de Stalingrado.,Enemy at the Gates,2001
"En un futuro en el que una unidad policial especial puede arrestar a los asesinos antes de cometer sus crímenes, un oficial de esa unidad está acusado de un futuro asesinato.",Minority Report,2002
"La historia de Rubin 'Hurricane' Carter, un boxeador encarcelado erróneamente por asesinato, y las personas que ayudaron en su lucha para demostrar su inocencia.",The Hurricane,1999
"Un rico ejecutivo de banca de inversión de la ciudad de Nueva York, Patrick Bateman, esconde su ego psicópata alternativo de sus compañeros de trabajo y amigos mientras profundiza en sus violentas fantasías hedonistas.",American Psycho,2000
"Después de una entrega de dinero fallido, Lola tiene 20 minutos para llegar a 100,000 marcas de Deutsch.",Lola rennt,1998
"Adaptación de la novela autobiográfica de 1962 de James Jones, centrándose en el conflicto en Guadalcanal durante la Segunda Guerra Mundial.",The Thin Red Line,1998
"Para salvar a su padre de la muerte en el Ejército, una joven doncella se sube secretamente en su lugar y se convierte en una de las mayores heroínas de China en el proceso.",Mulan,1998
Un periodista extraño y su abogado psicópata viajan a Las Vegas para una serie de escapadas psicodélicas.,Fear and Loathing in Las Vegas,1998
"Dos jóvenes violentos llevan a una madre, padre e hijo como rehenes en su cabaña de vacaciones y los obligan a jugar ""juegos"" sádicos entre ellos para su propia diversión.",Funny Games,1997
"Un hombre lucha con los recuerdos de su pasado, que incluyen una esposa que no puede recordar y un mundo de pesadilla que nadie más parece despertarse.",Dark City,1998
"Después de que una broma sale desastrosamente mal, un grupo de niños es enviado a un centro de detención donde son brutalizados.Trece años después, un encuentro aleatorio inesperado con un ex guardia les da una oportunidad de venganza.",Sleepers,1996
"Las videas anónimas presagian la convicción de asesinato de un músico, y la novia de un gángster dirige un extraviado mecánico.",Lost Highway,1997
"El rico Sr. Dashwood muere, dejando a su segunda esposa y a sus tres hijas pobres por las reglas de herencia.Las dos hijas mayores son el título de opuestos.",Sense and Sensibility,1995
"John McClane y el propietario de una tienda de Harlem son atacados por el terrorista alemán Simon en la ciudad de Nueva York, donde planea robar el edificio de la Reserva Federal.",Die Hard: With a Vengeance,1995
"Al correr después de asesinar a un hombre, el contador William Blake se encuentra con un extraño hombre estadounidense aborigen extraño no llamado a nadie que lo prepare para su viaje al mundo espiritual.",Dead Man,1995
El fotógrafo Robert Kincaid deja a la vida de la ama de casa Francesca Johnson durante cuatro días en la década de 1960.,The Bridges of Madison County,1995
La NASA debe idear una estrategia para devolver el Apolo 13 a la Tierra de manera segura después de que la nave espacial sufre un daño interno masivo que pone en peligro la vida de los tres astronautas en peligro.,Apollo 13,PG
"Después de que su esposa lo divorcia de él, un inmigrante polaco consputa para llegar a incluso con ella.",Trois couleurs: Blanc,1994
Un hombre común frustrado con los diversos defectos que ve en la sociedad comienza a arremeter contra ellos psicótica y violentamente.,Falling Down,1993
Las aventuras de los estudiantes de secundaria y secundaria en el último día de clases en mayo de 1976.,Dazed and Confused,1993
"Dos neoyorquinos acusados de asesinato en la zona rural de Alabama, mientras regresaban a la universidad, la ayuda de uno de sus primos, un abogado de Loudmouth sin experiencia en juicio.",My Cousin Vinny,1992
Una trabajadora de oficinas de veintisiete años viaja al campo mientras recuerda su infancia en Tokio.,Omohide poro poro,1991
Comedia negra surrealista post-apocalíptica sobre el propietario de un edificio de apartamentos que ocasionalmente prepara una delicadeza para sus extraños inquilinos.,Delicatessen,1991
Un alborotador de ocho años debe proteger su casa de un par de ladrones cuando su familia lo dejó accidentalmente en casa durante las vacaciones de Navidad.,Home Alone,1990
"Sigue a Michael Corleone, ahora en sus 60 años, mientras busca liberar a su familia del crimen y encontrar un sucesor adecuado para su imperio.",The Godfather: Part III,1990
"Harry y Sally se conocen desde hace años, y son muy buenos amigos, pero temen que el sexo arruine la amistad.",When Harry Met Sally...,1989
Una princesa de la sirena hace un trato fáustico en un intento de convertirse en humano y ganar el amor de un príncipe.,The Little Mermaid,1989
El detective de la policía incompetente Frank Drebin debe frustrar un intento de asesinar a la reina Isabel II.,The Naked Gun: From the Files of Police Squad!,1988
Un hombre debe tener dificultades para viajar a casa para el Día de Acción de Gracias con un adorable vendedor de un anillo de cortina de ducha como su único compañero.,"Planes, Trains & Automobiles",1987
Dos policías recién emparejados que son opuestos completos deben dejar de lado sus diferencias para atrapar a una pandilla de traficantes de drogas.,Lethal Weapon,1987
"El dueño de un sórdido bar de Texas de la ciudad pequeña descubre que uno de sus empleados está teniendo una aventura con su esposa.Se produce una cadena caótica de malentendidos, mentiras y travesuras después de diseñar un complot para asesinarlos.",Blood Simple,1984
"Norman es un cascarrabias con una relación separada con su hija Chelsea.En Golden Pond, él y su esposa, sin embargo, acuerdan cuidar a Billy, el hijo del nuevo novio de Chelsea, y una relación inesperada florece.",On Golden Pond,1981
"En el páramo australiano post-apocalíptico, un vagabundo cínico acepta ayudar a una pequeña comunidad rica en gasolina a escapar de una horda de bandidos.",Mad Max 2,1981
"En el futuro cercano, un líder carismático convoca a las pandillas callejeras de la ciudad de Nueva York en un intento por hacerse cargo.Cuando lo matan, los guerreros son culpados falsamente y ahora deben abrirse camino a casa, mientras que cualquier otra pandilla los está cazando.",The Warriors,1979
"Kermit y sus nuevos amigos caminan por América para encontrar el éxito en Hollywood, pero un comerciante de piernas de rana está después de Kermit.",The Muppet Movie,1979
"Alcatraz es la prisión más segura de su tiempo.Se cree que nadie puede escapar de él, hasta que tres hombres atrevidos hacen un posible intento exitoso de escapar de una de las prisiones más infames del mundo.",Escape from Alcatraz,1979
"Con la esperanza de escapar de la destrucción de los desarrolladores humanos y salvar a su comunidad, una colonia de conejos, dirigida por Hazel y Fiver, busca un lugar seguro para establecer un nuevo Warren.",Watership Down,1978
"Billy Hayes, un estudiante universitario estadounidense, es atrapado de contrabando de drogas fuera de Turquía y empezando a prisión.",Midnight Express,1978
"Roy Neary, un liniero eléctrico, observa cómo su vida diaria tranquila y ordinaria se pone al revés después de un encuentro cercano con un ovni.",Close Encounters of the Third Kind,1977
"El investigador privado Philip Marlowe ayuda a un amigo a salir de un atasco, pero al hacerlo se implica en el asesinato de su esposa.",The Long Goodbye,1973
Un bandido de baja vida y un I.R.A.El experto en explosivos se rebeló contra el gobierno y se convierte en héroes de la revolución mexicana.,Giù la testa,1971
Un grupo de soldados estadounidenses se escabulle sobre líneas enemigas para tener en sus manos un alijo secreto de tesoro nazi.,Kelly's Heroes,1970
Bagheera la Pantera y Baloo the Bear tienen dificultades para tratar de convencer a un niño de que abandone la jungla para la civilización humana.,The Jungle Book,1967
"Un fotógrafo de moda, sin saberlo, captura una muerte en una película después de seguir a dos amantes en un parque.",Blowup,1966
"Durante dos días ""típicos"" en la vida de los Beatles, los niños luchan por mantenerse a sí mismos y al travieso abuelo de Sir Paul McCartney bajo control mientras se preparan para una presentación de televisión en vivo.",A Hard Day's Night,1964
